3000 - Aab, Vitalij
3502 - Järventie, Martti
2631 - Järvinen, Joonas
2617 - Järvinen, Mika
3503 - Järvinen, Turo
2831 - Jasecko, Stanislav
5463 - Jasko, Tomas
6430 - Jasper, Jonathan
8121 - Jaspers, Jason
1730 - Jasu, Juhani
5515 - Jeannin, Sandy
2921 - Jech, Ctibor
5342 - Jeffrey, Dustin
5943 - Jelinek, Petr
2996 - Jenácek, Martin
6610 - Jenks, AJ
6518 - Jenner, Boone
6618 - Jenner, Leo
3504 - Jenni, Marcel
3506 - Jensen, Esben
3507 - Jensen, Jakob
3508 - Jensen, Jorgen
7304 - Jerabek, Jakub
1770 - Jessiman, Hugh
408 - Jillson, Jeff
5907 - Jindra, Josef
2911 - Jiruš, Valdemar
5736 - Jobin, David
5859 - Jobke, Colton
6947 - Jodoin, Simon
3511 - Joensuu, Jesse
825 - Joggi, Mathias
3512 - Johansen, Kristoffer
6018 - Johansen, Ryan
7420 - Johansson, Jonathan
3516 - Johansson, Magnus
3518 - Johansson, Mikael
153 - Johansson, Mikael A
7401 - Johansson, Stefan
410 - Johnson, Aaron
411 - Johnson, Brent
991 - Johnson, Chad
5232 - Johnson, Chaz
10649 - Johnson, Erik
1417 - Johnson, Jack
1947 - Johnson, Jamie
5367 - Johnson, Nick
416 - Johnson, Ryan
6179 - Johnson, Tyler
417 - Johnsson, Kim
3521 - Johnsson, Pierre
5956 - Johnston, Daniel
5275 - Johnston, Denny
5860 - Johnston, MacKenzie
6723 - Johnston, Stephen
3522 - Jokela, Mikko
3523 - Jokila, Jarmo
1682 - Jokinen, Juho
3524 - Jokinen, Jussi
418 - Jokinen, Olli
2612 - Jokinen, Tommi
1349 - Jones, Blair
10652 - Jones, David
5369 - Jones, Martin
1164 - Jones, Matt
5370 - Jones, Matthew
6757 - Jones, Patrick
419 - Jones, Randy
4449 - Jones, Ryan
6323 - Jones, Sean
3526 - Jones, Sebastian
3527 - Jonsson, Hans
3529 - Jonsson, Lars
3530 - Jonsson, Robin
6624 - Jordan, Michal
6024 - Jordan, Tayler
5721 - Jörg, Mauro
3532 - Jörg, Thomas
3533 - Jorgenson, Morten
1539 - Josefsson, Daniel
2322 - Joseph, Shane
5737 - Josi, Roman
2296 - Joslin, Derek
893 - Joss, Sandro
2153 - Joudrey, Andrew
423 - Jovanovski, Ed
3536 - Jowyk, Roman
2498 - Jozsa, Jason
6301 - Judson, Luke
3538 - Julien, Stéphane
5794 - Jung, Torrie
5391 - Junker, Steve
1479 - Junland, Jonas
7346 - Junttila, Julius
1130 - Jurcina, Milan
7089 - Jurco, Tomas
2789 - Jurecka, Petr
770 - Juri, Mauro
4553 - Juutilainen, Jan-Mikael
2590 - Jyrkkiö, Jesse
6934 - Kabanov, Kirill
7119 - Kabbaj, Yousseff
3542 - Kåberg, Emil
424 - Kaberle, Frantisek
425 - Kaberle, Tomas
3543 - Kaboursalay, Sylvain
4632 - Kadlec, Petr
6444 - Kadri, Nazem
5946 - Kafka, Petr
1669 - Kähkönen, Toni
3544 - Kahnberg, Magnus
1606 - Kaijomaa, Kalle
5351 - Kaip, Rylan
2600 - Kaksonen, Elmeri
2025 - Kaleta, Patrick
426 - Kalinin, Dmitri
3547 - Kalinka, Nick
5297 - Kalinski, Jonathon
2896 - Kalla, Jaroslav
3548 - Kallio, Tomi
118 - Kalt, Dieter
1693 - Kalteva, Mikko
1914 - Kalus, Petr
6095 - Kambeitz, Adam
5578 - Kamber, Oliver
7291 - Kames, Vladimir
6302 - Kaminsky, Jan
2703 - Kána, Tomáš
427 - Kane, Boyd
364 - Kane, Evander
2086 - Kane, Patrick
7358 - Kangasniemi, Antti
3551 - Kankaanperä, Markus
1170 - Kanko, Petr
6631 - Kantor, Michael
3556 - Kapitanov, Sergey
3558 - Karalahti, Jere
3559 - Karczewski, Jerzy
1584 - Karevaara, Joona
5441 - Karhunen, Tomi
1668 - Kariya, Martin
430 - Kariya, Paul
7359 - Karjalainen, Joni
3563 - Karlsson, Andreas
89 - Karlsson, Erik
3564 - Karlsson, Gabriel
137 - Karlsson, Henrik
526 - Karlsson, Markus
3567 - Karlsson, Mattias
609 - Karlsson, Melker
1436 - Karlsson, Sebastian
7332 - Kärmeniemi, Lauri
1553 - Karppinen, Veikko
1915 - Karsums, Martins
7276 - Kasik, Jaroslav
2923 - Kašparík, Pavel
4464 - Kassian, Matt
6725 - Kassian, Zack
3570 - Kaszuba, Dariusz
3571 - Kathan, Klaus
641 - Katic, Mark
3572 - Kato, Hideki
5392 - Kaufmann, Evan
3574 - Kauhanen, Ilpo
3576 - Kauppinen, Marko
7341 - Kautto, Jani
3578 - Kauvosaari, Jarkko
434 - Kavanagh, Pat
7041 - Kavanagh, Ryan
7164 - Kavaratzis, Braden
8128 - Keane, Mike
1893 - Kearns, Bracken
3579 - Kebich, Oleg
1866 - Keefe, Adam
2070 - Keetley, Matt
1116 - Keith, Duncan
436 - Keith, Matthew
7322 - Kekki, Niklas
3581 - Kelembet, Gustavo
3582 - Kell, Matt
5557 - Kellenberger, Steve
3583 - Keller, Florian
1927 - Keller, Justin
2000 - Keller, Ryan
7082 - Kelly, Aidan
10680 - Kelly, Brent
437 - Kelly, Chris
6428 - Kelly, Dan
8129 - Kelly, Steve
1975 - Kemp, T.J.
5197 - Kempe, Mario
7296 - Kempny, Michal
1598 - Kemppainen, Joonas
6907 - Kennedy, Jordan
6275 - Kennedy, Matt
5304 - Kennedy, Tim
6235 - Kennedy, Todd
1939 - Kennedy, Tyler
2587 - Kerälä, Antti
1567 - Keränen, Janne
5444 - Keranen, Juho
7336 - Keränen, Michael
6662 - Kerbashian, Kale
3585 - Kerman, Kalle
5751 - Kern, Marc
1587 - Kesä, Teemu
439 - Kesler, Ryan
1309 - Kessel, Phil
5975 - Kessy, Kale
6130 - Ketlo, Damien
7207 - Kettemer, Florian
7263 - Keussen, Joel
440 - Khabibulin, Nikolai
5220 - Khudobin, Anton
6194 - Kichton, Brenden
4876 - Kienzle, Lorenz
1649 - Kiiskinen, Tuomas
6339 - Killeen, Patrick
1602 - Kilpeläinen, Eero
622 - Kilström, Lukas
3590 - Kinasz, Tom
6865 - Kindl, Denis
2131 - Kindl, Jakub
1300 - King, D.J.
7181 - King, Dwight
6693 - King, Dylan
444 - King, Jason
5870 - King, Kevin
3591 - King, Scott
5969 - King, Tristan
3592 - Kink, Markus
2499 - Kinley, Cleve
966 - Kinrade, Geoff
6327 - Kinsella, Shane
445 - Kiprusoff, Miikka
7075 - Kirkpatrick, Michael
5145 - Kirsch, Justin
4550 - Kivisto, Tommi
6151 - Kizuik, Tyler
6146 - Klassen, Sam
1242 - Klein, Kevin
2811 - Klejna, Michal
7178 - Klementyev, Anton
1165 - Klepis, Jakub
449 - Klesla, Rostislav
2774 - Klimek, Lukáš
2924 - Klimenta, Tomáš
505 - Klingberg, Carl
3600 - Klinge, Manuel
4476 - Klinkhammer, Rob
5298 - Klotz, Garrett
5632 - Knackstedt, Jordan
3601 - Knight, Gary
6447 - Knight, Jared
5511 - Knoepfli, Mike
6891 - Knotek, Tomas
451 - Knuble, Mike
5756 - Kobach, Reto
452 - Kobasew, Chuck
3604 - Kobayashi, Haruo
3605 - Koch, Thomas
6036 - Kochan, Jordan
2022 - Koci, David
2912 - Kocí, Václav
2313 - Kohl, Benedikt
2775 - Köhler, Bedrich
2122 - Kohn, Dustin
4727 - Kohn, Ladislav
3610 - Koho, Ville
1572 - Koistinen, Matti
3611 - Koistinen, Ville
5443 - Koivisto, Petri
3614 - Koivisto, Toni
1136 - Koivu, Mikko
453 - Koivu, Saku
1687 - Kokkala, Lassi
454 - Kolanos, Krystofer
2800 - Kolár, Jan
2812 - Kolár, Jan
5329 - Kolarik, Chad
4633 - Kolarík, Pavel
3618 - Kolehmainen, Janne
1205 - Kolesnik, Vitaly
455 - Kolnik, Juraj
668 - Kolomatis, David
5239 - Kolosov, Sergei
5963 - Kolppanen, Ville
456 - Koltsov, Konstantin
2636 - Kolu, Max
2801 - Koma, Jaroslav
3620 - Komachi, Jun
1853 - Komadoski, Neil
459 - Komisarek, Mike
5981 - Konan, Matthew
3621 - Konichev, Sagadat
5610 - Konkle, Jarrett
1149 - Konopka, Zenon
3623 - Kontiola, Petri
6701 - Kontos, Kristoff
1244 - Kopecky, Tomas
6187 - Koper, Levko
3624 - Kopitar, Anze
6021 - Kopitar, Gasper
3625 - Kopitz, Lasse
3627 - Köppchen, Patrick
2019 - Kopriva, Miroslav
1828 - Koreis, Jakub
7274 - Korff, Dennis
2950 - Korhon, Lubomír
1561 - Korhonen, Lasse
1624 - Korhonen, Ville
5995 - Kornelsen, Joey
4524 - Korostin, Sergei
3632 - Korpikari, Oskari
3633 - Korpikoski, Lauri
1642 - Koskela, Timo
3636 - Koskenkorva, Kimmo
4575 - Koskinen, Joonas
3637 - Koskinen, Kalle
2626 - Koskinen, Mikko
3638 - Koskinen, Petri
4571 - Koskiranta, Jarno
1664 - Koskiranta, Tero
4612 - Koštál, Jan
5243 - Kosterman, Peter
1166 - Kostitsyn, Andrei
10729 - Kostitsyn, Sergei
5306 - Kostka, Mike
465 - Kostopoulos, Tom
5722 - Kostovic, Dario
7049 - Kostromitin, Dmitry
2390 - Kostyrev, Artjom
466 - Kotalik, Ales
2860 - Kotaška, Ivo
3641 - Kotlyar, Nikolay
2727 - Kotrla, Jindrich
3643 - Köttstorfer, Rainer
2813 - Koukal, Petr
1708 - Kousa, Mikko
7288 - Kousal, Robert
2464 - Kovacic, Danijel
467 - Kovalchuk, Ilya
468 - Kovalev, Alex
152 - Kovar, Jakub
2842 - Kovár, jan
978 - Kozek, Andrew
3646 - Kozhevnikov, Michail
469 - Kozlov, Viktor
470 - Kozlov, Vyacheslav
5147 - Kozun, Brandon
3647 - Kozybaev, Vladmir
5477 - Kparghai, Clarence
7246 - Kracht, Pierre
2844 - Kracík, Jaroslav
5413 - Kraft, Ryan
1797 - Krahn, Brent
472 - Krajicek, Lukas
5917 - Kral, Richard
3648 - Kramer, René
2565 - Kratena, Ondrej
3649 - Kravchenko, Ivan
2325 - Kreitl, Michael
1398 - Krejci, David
2776 - Krenželok, Lukáš
1387 - Kreps, Kamil
3650 - Kress, Michael
3658 - Krestan, Radek
3651 - Kretschmann, James
3652 - Kreutzer, Daniel
8138 - Kristek, Jaroslav
3653 - Kristensen, Carsten
1357 - Krog, Jason
5640 - Kroll, Johann
476 - Kronwall, Niklas
1208 - Kronwall, Staffan
2939 - Kroupa, Vlastimil
497 - Krüger, Marcus
7240 - Krüger, Marvin
6311 - Krupp, Bjorn
5563 - Krutov, Alexei
6406 - Kruzik, Jaroslav
477 - Kuba, Filip
2845 - Kubalik, Tomas
2993 - Kubát, Karel
4621 - Kubena, Pavel
478 - Kubina, Pavel
2995 - Kubincák, Vojtech
2743 - Kubiš, Pavel
2790 - Kuboš, Petr
2898 - Kuchler, Jirí
5955 - Kucny, Jiri
2111 - Kudelka, Tomas
6090 - Kudrna, Andrej
8140 - Kudroc, Kristian
6106 - Kuemper, Darcy
7007 - Kugryshev, Dmitri
3660 - Kuhl, Dietmar
6185 - Kuhn, Steve
7208 - Kühnhackl, Tom
3662 - Kuhta, Kimmo
1289 - Kukkonen, Lasse
2609 - Kukkonen, Mikko
5811 - Kulchar, Curtis
5352 - Kulda, Arturs
4859 - Kulemin, Nikolai
374 - Kulikov, Dmitry
3665 - Kumagai, Takashi
4626 - Kumstát, Petr
3667 - Kunce, Daniel
2940 - Kundratek, Tomas
482 - Kunitz, Chris
3670 - Kuparinen, Matti
8142 - Kurka, Tomas
1656 - Kurki, Mikael
6699 - Kurtz, John
3673 - Kurvinen, Mikko
8143 - Kutlak, Zdenek
1616 - Kuukka, Mikko
5447 - Kuusela, Joonas
3674 - Kuusela, Kristian
6573 - Kuzmyk, Jack
1929 - Kvapil, Marek
2951 - Kveton, David
2720 - Kveton, Lukáš
487 - Kwiatkowski, Joel
2067 - Kwiet, Rob
6253 - Kytnar, Milan
3676 - Laakkonen, Janne
4537 - Laakso, Aleksi
2663 - Laakso, Tapio
3677 - Laakso, Teemu
4578 - Laaksonen, Jesse
3678 - Laamanen, Jukka-Pekka
489 - LaBarbera, Jason
6513 - Labardo, J.P
2001 - Labelle, Olivier
7105 - Labrecque, Dave
6869 - Labrie, Hubert
2200 - Labrie, Pierre-Cedric
3681 - Labruyere, Laurent
6916 - Lacasse, Billy
6746 - Lacerte, François
1996 - LaCosta, Dan
491 - LaCouture, Dan
6989 - Lacroix, Louis-Philippe
5253 - Lacroix, Maxime
7138 - Lacroix, Simon
1158 - Ladd, Andrew
3682 - Laffi, Loriano
6795 - Lagacé, Jacob
7412 - Lagerström, Alexander
2578 - Lähde, Nestori
7214 - Lahmer, Francesco
3683 - Lahti, Janne
1678 - Lahti, Miika
493 - Laich, Brooks
3685 - Laine, Teemu
8147 - Laing, Quintin
6482 - Laino, Alexander
1632 - Laitinen, Jarno
1659 - Lajunen, Ville
359 - Lakhmatov, Vitaly
2254 - Lalande, Kevin
6874 - Laliberte, Benjamin
2225 - Laliberte, David
1894 - Laliberte, John
496 - Lalime, Patrick
6314 - Lalonde, Shawn
1054 - Lalonde-McNicoll, Cedric
6779 - Lamarche, Maxim
6755 - Lambke, Taylor
1726 - Lammassaari, Petri
2165 - Lammers, John
6252 - Lamoureux, Greg
464 - Lamoureux, JP
498 - Lampman, Bryce
3689 - Lancet, David
150 - Lander, Anton
6422 - Landeskog, Gabriel
6845 - Landry, Charles
7260 - Landry, Jon
6318 - Lane, Philip
3691 - Lang, Lukas
499 - Lang, Robert
5362 - Langdon, Scott
7215 - Lange, Mathias
501 - Langenbrunner, Jamie
502 - Langfeld, Josh
2974 - LANGHAMMER, Jakub
5804 - Langkow, Chris
503 - Langkow, Daymond
3693 - Langkow, Scott
7247 - Langmann, Jonas
3694 - Langwieder, Stefan
5795 - Lanigan, Cam
1940 - Lannon, Ryan
6727 - Lanoue, Derek
6769 - Laperrière, Antoine
504 - Laperriere, Ian
1245 - Lapierre, Maxim
6864 - Laporte, Hugo
6975 - Lapostolle, Patrick
6857 - Larabie, Benjamin
507 - Laraque, Georges
4843 - Lardi, Federico
1347 - Larman, Drew
7107 - Larocque-Marcoux, Nicolas
5790 - Laroque, Braeden
1155 - LaRose, Chad
508 - Larose, Cory
509 - Larsen, Brad
2544 - Larsen, Philip
3699 - Larsen, Soren
6582 - Larson, Justin
599 - Larsson, Adam
3700 - Larsson, Alexander
1447 - Larsson, Daniel
6405 - Lashoff, Brian
1336 - Lashoff, Matt
7368 - Lassen, Stefan
3701 - Lassila, Teemu
511 - Lasu, Nicklas
5948 - Latal, Martin
1311 - Latendresse, Guillaume
10792 - Latendresse, Olivier
6369 - Latta, Michael
3702 - Latvala, Jan
3703 - Latypov, Sergey
107 - Laumann Ylven, Martin
5495 - Lauper, Adrien
3704 - Laurila, Henri
61 - Lauritzen, Sebastian
2550 - Lavander, Mats
6826 - Lavoie, Alexandre
7031 - Lavoie, Jonathan
8152 - Law, Kirby
2209 - Lawrence, Chris
5612 - Lawson, Nathan
6231 - Lazo, Johnny
7104 - Le Sieur, Maximilien
1246 - Leach, Jay
5883 - Leach, Joey
3706 - Leask, Robert
1829 - Leavitt, Alex
5288 - Leavold, Brady
6393 - Lebar, Mitch
1117 - Lebda, Brett
6816 - Lebel, Steve
462 - LeBlanc, Derek
7139 - Leblanc, Jean-François
5709 - Leblanc, Robin
2183 - Leblond, Pierre-Luc
513 - Lecavalier, Vincent
515 - Leclaire, Pascal
3709 - Ledin, Per
7118 - Leduc, Mathieu
2054 - Lee, Brian
10804 - Lee, Chris
10804 - Lee, Mark
8153 - Leeb, Brad
3711 - Leeb, Greg
519 - Lefebvre, Guillaume
7013 - Lefebvre, Martin
6856 - Lefebvre, Philippe
6117 - Leffler, Brett
3712 - Leforestier, Eric
7040 - Lefrançois, Félix
521 - Legace, Manny
6809 - Legault, Maxime
5641 - Legein, Stefan
6773 - Leger, Jean-Marc
522 - Legwand, David
1724 - Lehikoinen, Esa
2129 - Lehman, Scott
6696 - Lehner, Robin
523 - Lehtinen, Jere
1614 - Lehtivuori, Joonas
7347 - Lehto, Nico
524 - Lehtonen, Kari
3716 - Lehtonen, Mikko
1736 - Lehtonen, Mikko A.
1423 - Leighton, Michael
4573 - Leimu, Juha
3718 - Leino, Ville
3719 - Leinonen, Tero
6698 - Leitans-Rinke, Eddy
6905 - Lemay, Adrien
6898 - Lemieux, Alex
1958 - Lemieux, Francis
7103 - Lemieux, Gabriel
851 - Lemm, Fadri
5723 - Lemm, Romano
1188 - LeNeveu, David
3720 - Leonov, Alexander
527 - Leopold, Jordan
3721 - Lepistö, Sami
6641 - Lepkowski, Alex
326 - Lerg, Bryan
2737 - Leška, Petr
529 - Lessard, Francis
6766 - Lessard, Jonathan
1248 - Lessard, Junior
1298 - Letang, Kristopher
2289 - Letestu, Mark
6178 - Letts, Ryan
802 - Leuenberger, Kaj
5738 - Leuenberger, marc
7306 - Lev, Jakub
2068 - Levasseur, J.P.
7034 - Levasseur, Julien
6820 - Levasseur, Marc-André
6842 - Levesque, Benoît
7054 - Levesque, Gabriel
7026 - Levesque, Marc-André
6621 - Levi, Austin
3725 - Levokari, Pauli
5129 - Lewadniuk, Aaron
3727 - Lewandowski, Grzegorz
2128 - Lewis, Grant
2190 - Lewis, Trevor
3728 - Licht, Matthias
531 - Lidstrom, Nicklas
3729 - Lie, Martin
5886 - Lieuwen, Nathan
1249 - Liffiton, David
5437 - Liivik, Siim
2188 - Likens, Jeff
532 - Liles, John-Michael
533 - Lilja, Andreas
610 - Lindberg, Oscar
5596 - Lindemann, Kim
5558 - Lindemann, Sven
1518 - Lindgren, Fredrik
1623 - Lindgren, Perttu
542 - Lindhagen, Erik
1489 - Lindqvist, Robin
6545 - Lindsay, Cody
1250 - Lindstrom, Joakim
3739 - Lindström, Johan
613 - Lindström, Mattias
3740 - Lindström, Sanny
136 - Lindvall, Gustaf
1907 - Linglet, Charles
2802 - Linhart, Tomáš
5550 - Liniger, Michael
6988 - Linteau, Cody
3742 - Lintner, Richard
3743 - Linzen, Georg
2747 - Liotti, Louis
5827 - Lipon, JC
1605 - Lippojoki, Jarno
1323 - Lisin, Enver
2098 - Little, Bryan
3747 - Liv, Stefan
6613 - Livingston, James
1448 - Liwing, Jonas
6770 - Lizotte, Mathieu
1959 - Locke, Corey
6165 - Lockhart, Luke
490 - Löf, Simon
833 - Löffel, Romain
2602 - Löfman, Anssi
6381 - Lofquist, Sam
4971 - Loginov, Vladimir
899 - Loichat, Michael
7045 - Loisel, Mathieu
1403 - Lojek, Martin
7386 - Lökken Östli, Lars
669 - Loktionov, Andrei
6592 - Lomas, Mike
540 - Lombardi, Matthew
4515 - Long, Colin
3751 - Lopatin, Yuri
6460 - Lopes, Ryan
1712 - Loppi, Matias
2763 - Loprieno, Joe
7059 - Losier, Christophe
339 - Lötscher, kevin
3756 - Lottner, Patrick
3757 - Lottner, Richard
3759 - Louhi, Jyrki
3760 - Louhivaara, Ossi
1747 - Love, Mitch
2328 - LoVecchio, Jeff
2288 - Lovejoy, Ben
6719 - Loverock, Andrew
5788 - Lowe, Keegan
6205 - Lowry, Adam
6424 - Lowry, Chad
543 - Loyns, Lynn
1575 - Lucenius, Niclas
6341 - Luciani, Anthony
6310 - Luciani, Julian
2099 - Lucic, Milan
2755 - Lucka, Martin
3761 - Ludemann, Mirko
2847 - Ludvík, David
5375 - Ludwig, Trevor
6220 - Luhning, Brody
4473 - Lukacevic, Ned
7204 - Lukas, Lang
2994 - Lukeš, František
544 - Lukowich, Brad
6167 - Lund, Chance
3762 - Lund, Torgeir
3763 - Lundberg, Emil
5204 - Lundberg, Martin
1965 - Lundbohm, Bryan
3764 - Lundell, Jan
7378 - Lundh, Patrik
2085 - Lundin, Mike
545 - Lundmark, Jamie
1190 - Lundqvist, Henrik
3766 - Lundqvist, Joel
3767 - Lundström, Joakim 
7402 - Lundström, Niklas
8163 - Luoma, Mikko
3769 - Luomala, Marko
547 - Luongo, Roberto
549 - Lupul, Joffrey
829 - Lüssy, Silvan
5679 - Lüthi, Fabian
5757 - Lüthi, Simon
3771 - Luttinen, Arttu
550 - Lydman, Toni
6260 - Lyon, Brett
3774 - Määttä, Tero
3775 - Määttänen, Pasi
1370 - MacArthur, Clarke
5637 - MacArthur, Pete
7074 - MacAulay, Stephen
6953 - MacAusland, Devon
7182 - MacDermid, Lane
2118 - MacDonald, Andrew
6899 - MacDonald, Bradley
6617 - MacDonald, Colin
553 - MacDonald, Craig
1428 - MacDonald, Joey
10856 - MacDonald, Kirk
6441 - MacDonald, Michael
5798 - MacDonald, Scott
6800 - MacDougall, Taylor
6489 - MacEachern, Dylan
6227 - Macek, Brooks
5945 - Machacek, Cason
2735 - Machácek, Petr
5353 - Machacek, Spencer
2061 - Machesney, Daren
7279 - Macho, Michal
3777 - Macholda, Petr
2509 - Macias, Ray
6793 - MacIntosh, Cory
1787 - MacIntyre, Drew
2245 - MacIntyre, Steve
5974 - MacKay, Matt
1908 - MacKenzie, Aaron
556 - MacKenzie, Derek
5206 - MacKenzie, Matt
6304 - Mackie, Brett
6418 - MacKinnon, Chris
7055 - MacLean, Brandon
5330 - MacLean, Brett
6682 - MacLean, Ryan
6329 - MacLeod, Matt
5775 - Maclise, Cameron
5991 - MacMaster, Nathan
6797 - MacNeil, Nick
2368 - MacNevin, Josh
6656 - MacQueen, Zack
5836 - Madaisky, Austin
559 - Madden, John
3778 - Madigozhin, Sergei
3779 - Madsen, Jens
2161 - Madsen, Morten
3781 - Mäenpää, Mikko
6717 - Maggio, Daniel
1885 - Magnan, Olivier
5865 - Magnus, Christian
1948 - Magowan, Ken
6609 - Mahalak, RJ
6999 - Mahbod, Samson
7143 - Maillet, Philippe
5846 - Main, Spencer
6377 - Maione, Mathew
560 - Mair, Adam
3784 - Maisonneuve, Alain
6500 - Maisonville, Keith
7285 - Majdan, Juraj
561 - Majesky, Ivan
3785 - Mäkelä, Tuukka
10867 - Maki, Ryan
3786 - Maki, Tomi
4579 - Mäkilä, Antti
6067 - Makin, Taylor
7337 - Mäkinen, Konsta
3789 - Makkonen, Jussi
563 - Malec, Tomas
2824 - Málek, Roman
3790 - Malevich, Sergei
564 - Malhotra, Manny
565 - Malik, Marek
2613 - Malinen, Jarkko
2575 - Malkamäki, Miko
2599 - Mälkiä, Simo
1325 - Malkin, Evgeni
7033 - Mallet, Alexandre
3792 - Malmivaara, Olli
566 - Malone, Ryan
1854 - Maloney, Brian
6749 - Malouin, Danick
6752 - Malouin, Jérémie
567 - Maltby, Kirk
6623 - Malysa, Nick
2023 - Mancari, Mark
4551 - Manelius, Nico
5724 - Maneluk, Mike
4572 - Mankinen, Jesse
3795 - Mann, Cameron
2326 - Mann, Stefan
1677 - Männikkö, Miikka
5652 - Manning, Brandon
6265 - Manning, Neil
3797 - Manning, Paul
5235 - Mannino, Peter
1440 - Månsson, Mathias
3798 - Mäntylä, Tuukka
3799 - Mäntymaa, Ville
2058 - Manzato, Daniel
10878 - Mapletoft, Justin
6116 - Mappin, Cass
571 - Mara, Paul
2434 - Maracle, Norm
6191 - Marantz, Matt
5309 - Marchand, Brad
572 - Marchant, Todd
5236 - Marcinko, Tomas
6955 - Marcoux, Etienne
3801 - Marczak, Mariusz
3802 - Marha, Josef
1251 - Marjamaki, Masi
574 - Markkanen, Jussi
575 - Markov, Andrei
576 - Markov, Danny
577 - Marleau, Patrick
5758 - Marolf, Mike
855 - Marolf, Pascal
5299 - Maroon, Patrick
5310 - Marquardt, Matt
6367 - Marsden, James
5613 - Marsh, Tyson
1047 - Marshall, David
924 - Marshall, Kevin
7102 - Martel, Pierrick
2436 - Martens, Henry
3803 - Martens, Norman
6440 - Martin, Colin
5880 - Martin, James
646 - Martin, Matt
581 - Martin, Paul
6547 - Martindale, Ryan
3806 - Martinec, Tomas
582 - Martinek, Radek
5277 - Martinez, Alec
3807 - Martinovic, Sasa
3808 - Marttinen, Jyri
2952 - Martynek, Rostislav
52 - Masalskis, Edgars
5838 - Maschmeyer, Bronson
6413 - Mascioli, Mike
6765 - Mashentsov, Ilya
2832 - Mashinter, Brandon
584 - Mason, Chris
4582 - Mason, Steve
985 - Masse, Dany
7141 - Mastropietro, Antonio
7343 - Masuhr, Adam
3810 - Masulis, Bruno
3811 - Masumura, Shin
2848 - Matejovský, Radek
2207 - Matheson, Mark
5854 - Matheson, Tyler
5885 - Mathews, Todd
6979 - Mathieu, Jean-Philippe
2230 - Matsumoto, Jonathan
2308 - Matthias, Shawn
5682 - Mattioli, Daniele
6604 - Mattson, Austin
2314 - Mauer, Frank
10898 - Mauldin, Greg
5658 - Maurer, Marco
3815 - Maurer, Ulrich
5244 - Maxwell, Benjamin
6432 - Maxwell, Brandon
5887 - Maxwell, Mitch
5626 - Maxwell, Tom
5796 - Maxwell, Tyler
588 - May, Brad
5639 - May, Jeff
808 - May, Sandro
7216 - May, Sebastian
6464 - Mayer, Jordan
589 - Mayers, Jamal
6039 - Maylan, Justin
6086 - Mayor, Colten
5339 - Mayorov, Maksim
5215 - Mayotte, Kris
3817 - Mayr, Roland
7307 - Mazanec, Marek
6282 - Mazurek, David
7231 - Mc Ilveen, Paul
10901 - McAllister, Chris
3819 - McAllister, Robert
591 - McAmmond, Dean
2261 - McArdle, Kenndal
941 - McBain, Jamie
722 - McBride, Brock
592 - McCabe, Bryan
6035 - McCallum, Craig
6465 - McCann, Brendan
2922 - McCarthy, John
594 - McCarthy, Steve
7189 - McCauley, Dennis
6677 - McCauley, Myles
1093 - McClement, Jay
5848 - McColgan, Shane
652 - McCollum, Thomas
6125 - McColm, Mitch
597 - McCormick, Cody
7202 - McCracken, Scooter
5807 - McCrea, Markus
1077 - McCue, Matt
4525 - McCulloch, Scott
2172 - McCutcheon, Mark
598 - McDonald, Andy
6076 - McDonald, Bruin
2274 - McDonald, Colin
6527 - McDowell, Jimmy
1798 - McElhinney, Curtis
6713 - McFadden, Josh
6702 - McFarland, John
6001 - McFaull, Kendall
6564 - McGee, Grant
1886 - McGillis, Dan
5346 - McGinn, Jamie
6878 - McGinn, Tye
5371 - McGinnis, Ryan
5806 - McGrath, D. Jay
6294 - McGrath, Dalton
1867 - McGrath, Evan
1094 - McGrattan, Brian
6902 - McGuigan, Dylan
5340 - McGuirk, Brian
6574 - McGurk, Michael
6006 - McIlrath, Dylan
5396 - McIlvane, Matthew
6239 - McIntosh, Riley
7161 - McIsaac, Travis
1345 - McIver, Nathan
5978 - McKay, Scott
5219 - McKee, David
602 - McKee, Jay
6344 - McKegg, Greg
2517 - McKenna, Mike
5281 - McKenzie, Ian
10917 - McKenzie, Jim
6751 - McKiernan, Ryan
5462 - McKinlay, Dylen
5347 - McLaren, Frazer
607 - McLean, Brett
10919 - McLean, Kurtis
1748 - McLeod, Cody
5845 - McMillan, Brandon
1018 - McMillan, Carson
7167 - McMullen, Nick
5879 - McNabb, Brayden
6136 - McNaught, Randy
6371 - McNaughton, Cody
10921 - McNeill, Grant
6034 - McNeill, Mark
2504 - McNeill, Patrick
6448 - McNeill, Reid
2242 - McQuaid, Adam
6616 - McRae, Phil
5665 - McTavish, Dale
6692 - Mead, David
2197 - Meckler, David
6075 - Medland-Marchen, Daniel
3827 - Medvenov, Bulin
3828 - Medvinsky, Kirill
1363 - Meech, Derek
5747 - Meier, Daniel
5660 - Meier, Dominic
5748 - Meier, Trevor
7421 - Meijer, Sebastian
6807 - Meilleur, Francis
5453 - Melart, Ilari
4622 - Melenovský, Marek
611 - Melichar, Josef
2975 - MELICHÁREK, Tibor
3832 - Melischko, Christoph
7320 - Melka, Antonin
3833 - Melnik, Meik
5134 - Melnychuk, Brodie
8185 - Meloche, Eric
6363 - Menard, Francis
